ID,Gender,Age,Education_Level,Job_Role,Experience_Years,Region,Salary_LPA
481,Male,31,Graduate,Data Analyst,2,Metro,5.37
482,Male,25,Graduate,Software Engineer,1,Rural,3.19
483,Female,21,Graduate,Software Engineer,1,Metro,4.36
484,Male,33,Graduate,Data Analyst,3,Metro,5.92
485,Female,26,Postgraduate,Manager,4,Tier-2,8.49
486,Male,22,12th Pass,Technician,1,Metro,3.24
487,Male,27,Postgraduate,Manager,7,Metro,15.4
488,Male,24,Postgraduate,Data Analyst,0,Tier-2,3.8
489,Male,43,Postgraduate,Consultant,6,Tier-2,7.61
490,Male,38,Postgraduate,Consultant,15,Metro,17.41
491,Male,31,PhD,Research Scholar,1,Metro,3.94
492,Male,42,Graduate,Software Engineer,2,Tier-2,4.59
493,Female,32,PhD,Research Scholar,3,Metro,4.07
494,Male,25,Postgraduate,Teacher,3,Rural,1.5
495,Female,42,Postgraduate,HR Executive,9,Metro,6.59
496,Male,35,Graduate,Software Engineer,7,Tier-2,7.64
497,Female,24,Graduate,Teacher,1,Metro,2.31
498,Female,30,Postgraduate,Manager,9,Metro,13.59
499,Female,25,Postgraduate,Manager,5,Metro,11.82
500,Male,22,Graduate,Technician,2,Metro,2.31
501,Female,38,Graduate,Software Engineer,10,Metro,8.57
502,Male,45,Graduate,Sales Executive,24,Metro,9.27
503,Female,22,Graduate,Teacher,1,Rural,1.94
504,Male,35,Graduate,Teacher,15,Metro,5.35
505,Male,27,Graduate,HR Executive,7,Rural,3.83
506,Female,28,Graduate,Technician,8,Metro,3.64
507,Male,27,Graduate,Technician,6,Tier-2,2.11
508,Female,25,Graduate,Data Analyst,4,Rural,3.54
509,Male,32,Graduate,Software Engineer,2,Rural,4.47
510,Other,26,PhD,Consultant,3,Metro,6.69
511,Male,33,Postgraduate,Teacher,13,Tier-2,3.6
512,Male,31,Postgraduate,Consultant,11,Metro,13.54
513,Male,30,Graduate,HR Executive,4,Metro,3.89
514,Male,25,Postgraduate,Manager,0,Tier-2,8.53
515,Male,27,Postgraduate,Manager,0,Metro,9.15
516,Male,37,PhD,Research Scholar,13,Metro,7.91
517,Male,35,Postgraduate,Consultant,2,Metro,8.44
518,Male,25,Graduate,Technician,5,Metro,3.07
519,Male,32,PhD,Research Scholar,3,Metro,6.32
520,Male,37,Graduate,HR Executive,4,Rural,3.44
521,Female,21,12th Pass,Technician,1,Metro,1.87
522,Male,35,Postgraduate,Consultant,14,Tier-2,12.25
523,Female,27,Graduate,Technician,1,Tier-2,2.41
524,Male,35,Graduate,Software Engineer,1,Tier-2,4.98
525,Female,26,Postgraduate,HR Executive,2,Tier-2,2.51
526,Male,21,12th Pass,Technician,0,Tier-2,1.5
527,Female,21,Graduate,Data Analyst,1,Metro,4.09
528,Male,32,PhD,Consultant,3,Metro,9.22
529,Female,33,Graduate,HR Executive,1,Rural,2.78
530,Female,25,Graduate,Teacher,2,Rural,1.91
531,Female,36,Graduate,Teacher,11,Tier-2,4.15
532,Female,21,12th Pass,Sales Executive,1,Metro,1.9
533,Female,31,Graduate,Data Analyst,9,Metro,5.39
534,Male,23,Graduate,Technician,1,Metro,2.14
535,Female,27,Graduate,Sales Executive,6,Tier-2,3.8
536,Male,32,Graduate,Software Engineer,0,Tier-2,4.76
537,Female,25,Postgraduate,Consultant,1,Metro,4.93
538,Male,29,Postgraduate,Manager,4,Tier-2,10.52
539,Male,39,Postgraduate,Manager,0,Metro,8.59
540,Male,27,Postgraduate,Manager,7,Tier-2,12.98
541,Male,37,Graduate,Software Engineer,5,Metro,7.24
542,Female,24,Postgraduate,Data Analyst,0,Tier-2,3.37
543,Male,35,Graduate,Teacher,8,Metro,2.98
544,Female,42,Graduate,Teacher,6,Metro,3.69
545,Male,21,Graduate,Data Analyst,0,Metro,3.36
546,Female,26,Graduate,Technician,2,Rural,1.5
547,Female,36,Graduate,Software Engineer,15,Tier-2,9.58
548,Male,30,PhD,Consultant,4,Metro,8.71
549,Female,34,PhD,Research Scholar,3,Tier-2,3.86
550,Male,27,Graduate,Sales Executive,1,Tier-2,2.53
551,Male,32,Graduate,Data Analyst,0,Tier-2,3.32
552,Male,30,Postgraduate,HR Executive,3,Metro,3.51
553,Female,40,Postgraduate,HR Executive,10,Metro,6.08
554,Male,33,Graduate,Technician,3,Metro,3.42
555,Male,34,Postgraduate,Manager,8,Metro,14.62
556,Male,29,PhD,Research Scholar,7,Tier-2,5.92
557,Male,28,Graduate,HR Executive,7,Metro,6.49
558,Female,28,PhD,Research Scholar,4,Metro,5.89
559,Male,34,PhD,Teacher,11,Metro,3.56
560,Male,29,Graduate,Data Analyst,0,Metro,4.07
561,Male,34,Postgraduate,Teacher,14,Rural,4
562,Male,46,Graduate,HR Executive,24,Rural,7.17
563,Female,38,Postgraduate,Data Analyst,17,Metro,9.41
564,Female,29,Postgraduate,Manager,5,Tier-2,9.39
565,Female,40,Graduate,Sales Executive,9,Metro,3.88
566,Male,29,Postgraduate,Teacher,4,Tier-2,2.69
567,Female,21,Graduate,HR Executive,1,Metro,2.7
568,Female,24,Graduate,Software Engineer,4,Metro,5.88
569,Female,21,12th Pass,Technician,0,Rural,1.5
570,Other,29,Graduate,Technician,7,Rural,1.62
571,Male,32,Postgraduate,Data Analyst,10,Metro,7.68
572,Male,43,PhD,Teacher,2,Rural,2.42
573,Female,34,Postgraduate,HR Executive,5,Tier-2,3.32
574,Male,30,Postgraduate,Teacher,5,Metro,3.81
575,Male,37,Postgraduate,Manager,11,Metro,17.31
576,Male,21,12th Pass,Technician,1,Metro,1.71
577,Male,33,Graduate,Software Engineer,11,Tier-2,9.92
578,Male,37,Postgraduate,Teacher,6,Rural,2.64
579,Other,21,Graduate,Sales Executive,0,Metro,1.5
580,Male,40,Postgraduate,Manager,3,Tier-2,10.15
581,Female,34,PhD,Research Scholar,4,Tier-2,3.75
582,Male,29,Postgraduate,Consultant,8,Metro,12.42
583,Male,36,Postgraduate,HR Executive,15,Metro,7.62
584,Male,47,Graduate,Technician,25,Metro,7.42
585,Female,33,PhD,Consultant,12,Tier-2,9.9
586,Male,33,Postgraduate,Manager,3,Rural,8
587,Female,28,Postgraduate,Teacher,7,Metro,4.25
588,Female,26,Graduate,Software Engineer,0,Metro,3.79
589,Male,37,Postgraduate,Data Analyst,17,Tier-2,7.99
590,Male,26,Postgraduate,Manager,6,Metro,14.25
591,Male,32,Graduate,Software Engineer,5,Metro,6.76
592,Male,28,Postgraduate,Manager,7,Metro,15.43
593,Female,35,PhD,Consultant,12,Metro,12.71
594,Female,34,Graduate,Teacher,4,Tier-2,2.09
595,Male,39,Graduate,Software Engineer,16,Metro,14.07
596,Female,28,Postgraduate,Manager,7,Tier-2,10.45
597,Male,30,Graduate,HR Executive,8,Metro,7.07
598,Male,25,Postgraduate,Manager,0,Metro,9.23
599,Female,28,Postgraduate,Manager,7,Metro,13.65
600,Male,34,Graduate,Sales Executive,9,Rural,2.86
601,Other,37,Postgraduate,HR Executive,17,Metro,7.68
602,Male,25,Graduate,Data Analyst,3,Metro,3.71
603,Male,38,PhD,Teacher,14,Tier-2,3.99
604,Male,41,Postgraduate,Consultant,1,Metro,5.71
605,Male,34,PhD,Research Scholar,1,Metro,4.96
606,Female,45,Graduate,Software Engineer,9,Metro,8.43
607,Other,26,Graduate,Teacher,2,Tier-2,1.69
608,Female,23,Graduate,Software Engineer,1,Rural,3.82
609,Female,21,Graduate,Teacher,1,Metro,1.75
610,Male,42,PhD,Research Scholar,19,Tier-2,8.92
611,Male,36,Postgraduate,Consultant,6,Metro,9.99
612,Female,31,Postgraduate,HR Executive,11,Tier-2,4.84
613,Female,33,Graduate,Technician,9,Metro,2.84
614,Female,24,Graduate,Software Engineer,2,Metro,5.47
615,Male,49,PhD,Consultant,25,Tier-2,18.95
616,Female,32,Postgraduate,Data Analyst,11,Metro,7.81
617,Male,32,Postgraduate,Manager,12,Metro,19.78
618,Male,37,Graduate,Sales Executive,13,Rural,3.54
619,Female,35,PhD,Research Scholar,2,Rural,2.61
620,Male,33,Postgraduate,Consultant,1,Metro,6.24
621,Male,26,Postgraduate,HR Executive,4,Tier-2,3.96
622,Female,35,Graduate,Software Engineer,11,Tier-2,7.59
623,Male,45,Postgraduate,Manager,21,Metro,26.57
624,Male,41,PhD,Research Scholar,5,Rural,4.56
625,Female,43,PhD,Teacher,16,Tier-2,4.99
626,Male,28,Graduate,Technician,6,Tier-2,2.6
627,Female,25,Graduate,Software Engineer,3,Metro,5.26
628,Male,31,Postgraduate,Consultant,3,Metro,7.83
629,Female,32,Graduate,Data Analyst,12,Metro,7.56
630,Female,39,Postgraduate,Data Analyst,2,Metro,4.4
631,Male,21,12th Pass,Technician,0,Metro,3.31
632,Male,42,Graduate,HR Executive,1,Metro,3.82
633,Female,30,Postgraduate,Manager,8,Metro,13.31
634,Male,29,Graduate,Teacher,7,Metro,3.41
635,Female,24,Postgraduate,Data Analyst,4,Metro,5.03
636,Male,21,Graduate,Technician,0,Metro,2.56
637,Female,37,Graduate,Sales Executive,12,Metro,4.98
638,Male,32,Postgraduate,Data Analyst,3,Metro,4.12
639,Male,22,12th Pass,Technician,1,Metro,3.47
640,Other,22,Graduate,Sales Executive,1,Rural,1.83
641,Male,29,Graduate,HR Executive,3,Tier-2,3.05
642,Female,43,Graduate,HR Executive,21,Tier-2,7.16
643,Female,30,Graduate,Technician,4,Rural,1.87
644,Male,21,12th Pass,Technician,0,Metro,2.29
645,Female,30,PhD,Teacher,0,Metro,1.9
646,Male,30,Postgraduate,Manager,9,Metro,16.91
647,Female,21,Graduate,Software Engineer,0,Metro,3.28
648,Female,31,Postgraduate,Data Analyst,5,Metro,4.92
649,Male,30,Graduate,Data Analyst,2,Tier-2,3.21
650,Male,36,Graduate,HR Executive,6,Metro,4.45
651,Female,44,Graduate,Sales Executive,12,Rural,3.29
652,Female,39,Graduate,Sales Executive,12,Tier-2,3.6
653,Female,30,Postgraduate,Data Analyst,0,Tier-2,2.21
654,Male,24,Graduate,Technician,0,Metro,2.42
655,Female,50,Graduate,Sales Executive,13,Metro,6.25
656,Male,32,Graduate,Software Engineer,12,Metro,11.83
657,Female,32,Graduate,Technician,9,Metro,3
658,Male,31,Graduate,Data Analyst,2,Tier-2,3.45
659,Male,33,Graduate,Software Engineer,13,Metro,11.71
660,Female,30,Postgraduate,Data Analyst,7,Metro,4.97
661,Male,27,Graduate,Software Engineer,0,Tier-2,3.32
662,Female,28,Postgraduate,Teacher,3,Metro,1.91
663,Female,31,Graduate,Teacher,8,Tier-2,3
664,Female,28,Graduate,HR Executive,3,Tier-2,3.63
665,Male,27,Postgraduate,Consultant,1,Metro,6.9
666,Male,32,Postgraduate,Teacher,7,Tier-2,4.16
667,Female,30,Graduate,Software Engineer,6,Rural,4.22
668,Male,42,PhD,Research Scholar,2,Metro,6.52
669,Male,21,12th Pass,Technician,0,Metro,2.32
670,Female,39,Graduate,Sales Executive,6,Metro,2.97
671,Female,40,Postgraduate,Manager,9,Tier-2,12.8
672,Male,21,Graduate,Sales Executive,0,Tier-2,1.94
673,Female,29,Graduate,Data Analyst,1,Metro,3.21
674,Male,29,Graduate,Data Analyst,8,Metro,6.2
675,Female,22,Graduate,Teacher,2,Rural,1.5
676,Male,26,Graduate,Software Engineer,0,Metro,5.95
677,Male,24,Graduate,Technician,3,Tier-2,2.04
678,Female,44,Postgraduate,Data Analyst,17,Tier-2,8.61
679,Female,38,PhD,Teacher,14,Metro,4.29
680,Male,40,Graduate,Data Analyst,17,Tier-2,8.29
681,Female,37,Postgraduate,Teacher,11,Metro,3.43
682,Male,24,Graduate,Teacher,4,Rural,2.01
683,Female,28,Graduate,HR Executive,7,Metro,4.51
684,Female,35,Postgraduate,Manager,13,Metro,17.49
685,Female,23,Postgraduate,Data Analyst,1,Metro,2.98
686,Male,36,Graduate,Technician,1,Tier-2,2.81
687,Male,30,Graduate,Software Engineer,4,Metro,7.8
688,Male,29,PhD,Consultant,0,Metro,5.49
689,Male,36,Postgraduate,HR Executive,3,Metro,5.13
690,Male,35,Postgraduate,Data Analyst,5,Metro,6.52
691,Male,29,Postgraduate,Manager,6,Tier-2,11.95
692,Female,40,Postgraduate,Data Analyst,12,Metro,7.23
693,Male,24,Postgraduate,Manager,2,Tier-2,9.14
694,Female,36,PhD,Teacher,10,Tier-2,3.77
695,Male,36,Postgraduate,Manager,12,Rural,12.1
696,Other,29,Graduate,Software Engineer,7,Tier-2,5.63
697,Other,34,Postgraduate,Manager,6,Metro,10.92
698,Male,23,Graduate,Teacher,0,Metro,2.16
699,Other,38,Postgraduate,Teacher,0,Rural,1.5
700,Female,30,Postgraduate,Manager,5,Rural,7.59
701,Male,28,Graduate,Software Engineer,6,Metro,7.79
702,Female,39,Postgraduate,Consultant,15,Rural,9.21
703,Male,27,Postgraduate,HR Executive,5,Tier-2,3.49
704,Male,22,Graduate,Sales Executive,2,Rural,2
705,Female,21,Graduate,Data Analyst,0,Tier-2,3.28
706,Male,36,Graduate,Teacher,1,Rural,1.5
707,Male,23,Graduate,Data Analyst,3,Rural,2.8
708,Female,44,Postgraduate,Consultant,24,Metro,19.31
709,Other,21,Graduate,Data Analyst,1,Rural,2.67
710,Female,43,Postgraduate,HR Executive,22,Metro,9.2
711,Male,33,Postgraduate,Teacher,0,Metro,1.51
712,Female,31,Graduate,Technician,7,Tier-2,3.01
713,Male,28,Postgraduate,Consultant,2,Tier-2,5.45
714,Female,34,Graduate,Sales Executive,3,Rural,1.5
715,Male,31,Postgraduate,Manager,11,Metro,17.31
716,Female,39,Graduate,Technician,4,Metro,2.01
717,Female,32,Graduate,Teacher,0,Metro,2.33
718,Female,33,Postgraduate,Teacher,5,Metro,2.98
719,Female,29,Graduate,Software Engineer,9,Tier-2,7.53
720,Female,31,Postgraduate,HR Executive,5,Metro,4.55
721,Female,34,Postgraduate,Data Analyst,1,Metro,3.36
722,Female,21,Graduate,Data Analyst,0,Metro,3.22
723,Female,22,Graduate,Teacher,1,Tier-2,1.8
724,Male,37,Postgraduate,Teacher,5,Metro,2.32
725,Female,33,Postgraduate,Teacher,7,Tier-2,3.13
726,Male,30,Postgraduate,Data Analyst,5,Metro,6.77
727,Female,32,Postgraduate,Manager,3,Metro,10.27
728,Male,34,PhD,Teacher,14,Rural,3.4
729,Other,28,Graduate,Teacher,3,Metro,1.58
730,Male,26,PhD,Research Scholar,0,Tier-2,4.78
731,Male,33,Graduate,Software Engineer,5,Tier-2,7.14
732,Female,25,Graduate,Software Engineer,2,Tier-2,4.88
733,Male,34,Graduate,Software Engineer,9,Tier-2,7.33
734,Male,21,Graduate,Technician,0,Tier-2,2.8
735,Female,39,Graduate,Software Engineer,12,Tier-2,7.51
736,Male,35,PhD,Research Scholar,14,Metro,8.51
737,Male,33,Postgraduate,Consultant,9,Metro,12.17
738,Female,38,Postgraduate,Consultant,1,Rural,4.39
739,Female,43,Postgraduate,Manager,9,Rural,9.97
740,Male,39,PhD,Research Scholar,12,Metro,8.8
741,Male,21,Graduate,Software Engineer,1,Metro,6.23
742,Male,23,Graduate,Teacher,1,Metro,2.55
743,Male,27,Postgraduate,Manager,6,Tier-2,12.33
744,Male,32,Postgraduate,Data Analyst,10,Metro,6.68
745,Male,35,Postgraduate,Manager,12,Tier-2,15.43
746,Female,26,Graduate,Software Engineer,2,Rural,2.8
747,Female,33,Postgraduate,Consultant,12,Rural,8.93
748,Male,26,Graduate,Software Engineer,0,Metro,5.9
749,Male,27,Graduate,Software Engineer,5,Rural,4.36
750,Female,22,Graduate,Data Analyst,0,Tier-2,2.7
751,Male,25,Postgraduate,Consultant,5,Metro,9.01
752,Female,22,Graduate,Technician,0,Metro,1.78
753,Male,25,Graduate,Software Engineer,2,Tier-2,4.82
754,Male,39,Postgraduate,HR Executive,18,Rural,5.5
755,Male,25,Graduate,Technician,4,Metro,2.32
756,Male,50,Postgraduate,HR Executive,4,Metro,5.02
757,Female,35,Graduate,Data Analyst,11,Metro,6.13
758,Female,33,Graduate,Technician,13,Rural,2.86
759,Male,25,Postgraduate,Manager,5,Rural,8.62
760,Female,36,Graduate,Software Engineer,8,Metro,8.79
761,Male,27,Graduate,Software Engineer,0,Metro,5.04
762,Female,32,Postgraduate,Teacher,7,Rural,2.55
763,Female,49,Graduate,Data Analyst,25,Tier-2,9.5
764,Male,31,Graduate,HR Executive,4,Rural,2.85
765,Male,40,Graduate,Data Analyst,16,Rural,7.58
766,Male,27,Graduate,HR Executive,2,Metro,4.06
767,Male,31,Graduate,HR Executive,11,Tier-2,5.55
768,Female,44,Postgraduate,Teacher,5,Metro,3.81
769,Female,27,Graduate,Sales Executive,5,Tier-2,1.94
770,Female,44,Postgraduate,HR Executive,14,Tier-2,5.87
771,Male,36,Graduate,HR Executive,13,Rural,4.61
772,Male,28,Graduate,Data Analyst,8,Rural,4.38
773,Male,36,Postgraduate,Consultant,5,Metro,8.71
774,Female,38,Postgraduate,Data Analyst,14,Metro,7.26
775,Male,36,Postgraduate,Consultant,11,Metro,13.34
776,Male,21,Graduate,Technician,0,Rural,2.06
777,Female,26,Graduate,Software Engineer,5,Tier-2,6.33
778,Male,30,Postgraduate,Consultant,0,Rural,4.2
779,Male,31,PhD,Research Scholar,8,Tier-2,5.61
780,Male,36,Graduate,Data Analyst,15,Metro,10.42
781,Male,33,Graduate,Data Analyst,3,Metro,4.85
782,Male,22,12th Pass,Sales Executive,2,Metro,2.63
783,Male,34,Postgraduate,Manager,1,Tier-2,7.99
784,Male,36,Graduate,Technician,16,Rural,3.9
785,Male,35,Graduate,Technician,2,Metro,2.74
786,Male,39,Postgraduate,Consultant,2,Rural,5.66
787,Female,37,Postgraduate,Manager,4,Metro,11.74
788,Male,35,Graduate,Software Engineer,0,Metro,4.61
789,Male,31,Graduate,Sales Executive,6,Metro,4.62
790,Female,21,Graduate,Software Engineer,0,Metro,4.13
791,Male,35,PhD,Consultant,0,Rural,3.33
792,Female,33,Postgraduate,Teacher,3,Metro,2.69
793,Male,33,Postgraduate,Manager,5,Metro,14.25
794,Other,23,Graduate,Teacher,2,Tier-2,2.5
795,Other,24,Graduate,HR Executive,0,Rural,2.07
796,Female,39,Postgraduate,HR Executive,6,Tier-2,3.79
797,Female,31,Postgraduate,HR Executive,9,Metro,4.58
798,Male,36,Postgraduate,HR Executive,14,Metro,7.47
799,Female,32,Postgraduate,Consultant,6,Metro,9.94
800,Male,32,PhD,Teacher,2,Metro,3.36
801,Male,38,Graduate,HR Executive,10,Rural,4.81
802,Male,28,Graduate,Sales Executive,6,Metro,4.67
803,Male,32,Graduate,Data Analyst,12,Metro,8.83
804,Female,28,Graduate,Sales Executive,3,Tier-2,2.51
805,Male,28,Graduate,Data Analyst,8,Rural,4.52
806,Female,29,Postgraduate,Manager,8,Metro,13.64
807,Male,33,Graduate,Teacher,8,Metro,4.94
808,Female,28,Graduate,Teacher,5,Metro,2.79
809,Female,40,Graduate,Sales Executive,17,Metro,6.93
810,Female,25,Postgraduate,Manager,1,Metro,9.83
811,Female,30,Postgraduate,HR Executive,10,Tier-2,5.38
812,Female,28,PhD,Research Scholar,3,Metro,3.97
813,Male,42,PhD,Research Scholar,8,Metro,6.15
814,Male,33,Postgraduate,Data Analyst,2,Metro,3.98
815,Female,39,Graduate,Data Analyst,5,Rural,3.81
816,Female,21,12th Pass,Technician,1,Tier-2,2.54
817,Male,33,Graduate,Data Analyst,0,Rural,1.67
818,Male,38,Postgraduate,HR Executive,15,Metro,7.81
819,Male,32,Graduate,Teacher,11,Tier-2,4.59
820,Male,39,Graduate,Data Analyst,7,Metro,5.88
821,Female,28,Postgraduate,Manager,1,Metro,10.12
822,Male,41,Postgraduate,Data Analyst,9,Tier-2,6.06
823,Female,48,Postgraduate,HR Executive,8,Tier-2,5.22
824,Female,29,Graduate,Teacher,7,Rural,2.15
825,Male,28,Postgraduate,HR Executive,2,Tier-2,3.16
826,Male,42,Postgraduate,Consultant,0,Metro,5.67
827,Male,43,Graduate,Technician,3,Metro,3.84
828,Female,28,Postgraduate,HR Executive,7,Metro,4.71
829,Male,29,PhD,Consultant,2,Metro,7.78
830,Male,30,Graduate,HR Executive,9,Tier-2,5.25
831,Male,22,12th Pass,Technician,1,Metro,3.63
832,Male,25,Graduate,HR Executive,3,Rural,2.47
833,Male,24,Graduate,Teacher,4,Tier-2,2.54
834,Male,26,Postgraduate,HR Executive,1,Metro,3.01
835,Male,31,Graduate,Software Engineer,9,Metro,9.92
836,Female,33,Postgraduate,Data Analyst,1,Metro,3.32
837,Male,42,Postgraduate,HR Executive,8,Tier-2,4.18
838,Female,25,Graduate,Software Engineer,2,Rural,3.95
839,Female,38,Graduate,Teacher,9,Metro,3.48
840,Female,30,Graduate,Technician,1,Tier-2,1.87
841,Male,31,Graduate,Data Analyst,7,Tier-2,5.22
842,Male,36,Graduate,Sales Executive,16,Rural,4.51
843,Female,24,Graduate,Teacher,0,Metro,1.5
844,Female,34,Postgraduate,Consultant,12,Metro,13.19
845,Male,33,Graduate,Software Engineer,3,Metro,6.04
846,Male,35,Postgraduate,Manager,1,Metro,10.89
847,Female,34,Postgraduate,Manager,11,Metro,14.83
848,Male,49,Postgraduate,Manager,16,Metro,21.73
849,Female,27,PhD,Research Scholar,0,Tier-2,4.24
850,Female,28,Graduate,Technician,2,Metro,2.2
851,Male,27,Postgraduate,Data Analyst,5,Tier-2,4.11
852,Female,28,Postgraduate,HR Executive,0,Tier-2,1.93
853,Male,27,Postgraduate,Manager,1,Rural,7.48
854,Female,40,Postgraduate,Consultant,7,Metro,8.95
855,Male,41,Postgraduate,Consultant,4,Metro,9.88
856,Male,28,Graduate,Technician,6,Metro,2.82
857,Female,26,Graduate,Technician,5,Metro,2.83
858,Male,35,Postgraduate,HR Executive,12,Tier-2,6
859,Female,28,PhD,Research Scholar,0,Metro,3.3
860,Male,36,Postgraduate,Data Analyst,6,Metro,6.14
861,Male,33,Graduate,Sales Executive,3,Metro,3.64
862,Male,21,Graduate,Technician,1,Metro,3.15
863,Female,42,Postgraduate,Consultant,7,Rural,6.37
864,Male,44,Graduate,Sales Executive,22,Rural,6.12
865,Female,27,Graduate,Software Engineer,7,Tier-2,6.78
866,Male,29,Graduate,Teacher,1,Metro,1.87
867,Male,34,PhD,Research Scholar,5,Rural,3.96
868,Female,34,Postgraduate,Manager,5,Rural,7.34
869,Male,36,Graduate,Software Engineer,11,Rural,6.64
870,Male,46,Graduate,HR Executive,14,Metro,8.43
871,Female,30,Postgraduate,Consultant,6,Metro,8.96
872,Female,26,PhD,Teacher,5,Metro,3.23
873,Female,22,Graduate,HR Executive,1,Rural,2.62
874,Female,26,Postgraduate,Teacher,6,Rural,1.82
875,Male,31,Graduate,HR Executive,3,Metro,4.29
876,Female,44,Postgraduate,HR Executive,8,Metro,5.57
877,Female,28,Graduate,Data Analyst,7,Tier-2,4.04
878,Female,33,Postgraduate,Manager,13,Tier-2,14.82
879,Male,31,Graduate,Teacher,2,Tier-2,2.03
880,Female,40,Postgraduate,Consultant,18,Tier-2,13.73
881,Female,49,Graduate,Software Engineer,7,Metro,8.65
882,Male,28,Postgraduate,Data Analyst,1,Metro,3.95
883,Female,28,Graduate,Teacher,8,Tier-2,2.47
884,Male,39,Postgraduate,HR Executive,3,Tier-2,3.2
885,Female,36,Postgraduate,Data Analyst,5,Metro,4.05
886,Other,44,Graduate,Teacher,2,Metro,2.83
887,Male,36,PhD,Research Scholar,2,Tier-2,4.04
888,Female,29,Postgraduate,Consultant,2,Metro,5.8
889,Male,36,Postgraduate,Teacher,10,Tier-2,4.14
890,Male,39,Postgraduate,Manager,9,Tier-2,13.28
891,Male,37,PhD,Research Scholar,11,Tier-2,6.72
892,Male,35,Postgraduate,Data Analyst,13,Tier-2,7.29
893,Female,39,PhD,Research Scholar,17,Metro,7.98
894,Female,40,Graduate,Data Analyst,8,Metro,6.04
895,Male,41,Graduate,Data Analyst,14,Metro,8.91
896,Male,36,Postgraduate,Manager,2,Tier-2,10
897,Female,30,Graduate,Data Analyst,6,Tier-2,3.7
898,Female,33,Postgraduate,HR Executive,10,Metro,4.89
899,Female,40,Graduate,Sales Executive,9,Metro,4.09
900,Male,26,Graduate,Software Engineer,1,Metro,4.56
901,Female,34,Postgraduate,Consultant,3,Tier-2,6.34
902,Male,29,Postgraduate,Manager,5,Metro,13.02
903,Male,32,PhD,Teacher,10,Tier-2,3.24
904,Female,40,Postgraduate,Consultant,20,Tier-2,14.21
905,Male,33,Graduate,HR Executive,12,Tier-2,5.52
906,Female,32,Graduate,Data Analyst,8,Rural,3.76
907,Female,22,12th Pass,Sales Executive,1,Metro,2.5
908,Male,37,Postgraduate,Manager,4,Rural,8.99
909,Female,36,Graduate,Software Engineer,13,Metro,10.23
910,Female,47,Graduate,Software Engineer,12,Metro,9.64
911,Male,29,PhD,Consultant,7,Metro,11.48
912,Female,33,Postgraduate,Consultant,12,Tier-2,9.59
913,Female,33,Graduate,Sales Executive,7,Metro,3.38
914,Male,43,Graduate,Technician,14,Tier-2,3.9
915,Other,31,PhD,Research Scholar,2,Metro,4.58
916,Male,33,PhD,Research Scholar,0,Rural,2.65
917,Male,36,Graduate,Technician,1,Metro,2.41
918,Female,33,Postgraduate,Consultant,1,Tier-2,5.02
919,Male,28,Postgraduate,HR Executive,2,Rural,2.83
920,Female,33,Postgraduate,Consultant,7,Tier-2,8.05
921,Female,39,Postgraduate,Consultant,2,Metro,6.83
922,Female,24,Graduate,Software Engineer,1,Metro,4.45
923,Female,32,PhD,Teacher,9,Tier-2,2.35
924,Female,27,Graduate,HR Executive,0,Metro,2.23
